Date,Open,High,Low,Close,Adj Close,Volume
2020-01-28,1576.400024,1576.400024,1569.199951,1569.199951,1569.199951,3
2020-01-29,1569.800049,1569.800049,1569.800049,1569.800049,1569.800049,251274
2020-01-30,1576.800049,1585.000000,1571.400024,1583.500000,1583.500000,62336
2020-01-31,1573.400024,1589.000000,1570.000000,1582.900024,1582.900024,1095
2020-02-02,1597.800049,1598.500000,1588.599976,1594.000000,1594.000000,489901
2020-02-03,1592.900024,1593.300049,1568.199951,1577.199951,1577.199951,1062
2020-02-04,1577.699951,1577.699951,1547.800049,1550.400024,1550.400024,978
2020-02-05,1553.199951,1560.699951,1547.699951,1557.800049,1557.800049,1305
2020-02-06,1553.599976,1565.599976,1551.599976,1565.099976,1565.099976,110
2020-02-07,1564.900024,1571.900024,1560.500000,1568.599976,1568.599976,431
2020-02-09,1575.800049,1580.199951,1572.599976,1577.599976,1577.599976,233774
2020-02-10,1569.300049,1574.699951,1568.599976,1574.699951,1574.699951,128
2020-02-11,1570.900024,1571.099976,1561.900024,1565.599976,1565.599976,440
2020-02-12,1565.199951,1568.699951,1561.000000,1567.400024,1567.400024,36
2020-02-13,1570.199951,1575.099976,1570.199951,1575.099976,1575.099976,74
2020-02-14,1575.800049,1582.699951,1574.800049,1582.699951,1582.699951,68
2020-02-16,1585.099976,1585.699951,1583.300049,1585.099976,1585.099976,136106
2020-02-18,1579.800049,1604.300049,1579.800049,1600.000000,1600.000000,310
2020-02-19,1600.599976,1610.500000,1599.699951,1607.500000,1607.500000,542
2020-02-20,1606.500000,1621.000000,1603.000000,1616.599976,1616.599976,117
2020-02-21,1619.300049,1645.000000,1619.300049,1644.599976,1644.599976,186
2020-02-23,1656.000000,1684.099976,1654.599976,1667.099976,1667.099976,1560329
2020-02-24,1657.000000,1686.599976,1650.000000,1672.400024,1672.400024,435
2020-02-25,1645.099976,1653.699951,1632.300049,1646.900024,1646.900024,409
2020-02-26,1644.000000,1648.099976,1636.400024,1640.000000,1640.000000,1990
2020-02-27,1641.099976,1658.000000,1638.500000,1640.000000,1640.000000,707
2020-02-28,1640.300049,1642.500000,1564.099976,1564.099976,1564.099976,289
2020-03-01,null,null,null,null,null,null
2020-03-02,1583.900024,1608.300049,1574.300049,1592.300049,1592.300049,537
2020-03-03,1594.500000,1645.300049,1594.000000,1642.099976,1642.099976,610
2020-03-04,1645.400024,1645.900024,1631.300049,1641.099976,1641.099976,83
2020-03-05,1637.300049,1672.900024,1637.199951,1666.400024,1666.400024,154
2020-03-06,1670.800049,1686.199951,1647.199951,1670.800049,1670.800049,175
2020-03-08,null,null,null,null,null,null
2020-03-09,1696.099976,1701.599976,1657.699951,1674.500000,1674.500000,161
2020-03-10,1671.599976,1674.599976,1643.000000,1659.099976,1659.099976,48
2020-03-11,1656.599976,1666.500000,1635.000000,1641.400024,1641.400024,47
2020-03-12,1637.000000,1647.500000,1566.400024,1589.300049,1589.300049,256
2020-03-13,1574.900024,1589.800049,1513.800049,1515.699951,1515.699951,89
2020-03-15,null,null,null,null,null,null
2020-03-16,1569.099976,1569.099976,1452.099976,1485.900024,1485.900024,193
2020-03-17,1469.300049,1537.699951,1469.300049,1524.900024,1524.900024,122
2020-03-18,1537.500000,1542.000000,1477.300049,1477.300049,1477.300049,333
2020-03-19,1481.500000,1491.599976,1471.000000,1478.599976,1478.599976,262
2020-03-20,1483.500000,1484.000000,1483.500000,1484.000000,1484.000000,14
2020-03-22,1505.000000,1510.699951,1484.599976,1495.599976,1495.599976,1415965
2020-03-23,1505.300049,1567.000000,1490.199951,1567.000000,1567.000000,51
2020-03-24,1592.699951,1685.500000,1592.699951,1660.199951,1660.199951,442
2020-03-25,1676.500000,1676.500000,1631.099976,1632.300049,1632.300049,476
2020-03-26,1660.500000,1660.500000,1650.099976,1650.099976,1650.099976,3
2020-03-27,1623.900024,1623.900024,1623.900024,1623.900024,1623.900024,100638
2020-03-29,1663.400024,1673.599976,1634.400024,1664.199951,1664.199951,659276
2020-03-30,1641.199951,1652.800049,1607.199951,1622.000000,1622.000000,16389
2020-03-31,1618.699951,1621.000000,1576.000000,1583.400024,1583.400024,2874
2020-04-01,1570.000000,1600.000000,1570.000000,1578.199951,1578.199951,2158
2020-04-02,1590.900024,1631.199951,1586.000000,1625.699951,1625.699951,1294
2020-04-03,1624.500000,1636.000000,1619.800049,1633.699951,1633.699951,643
2020-04-05,null,null,null,null,null,null
2020-04-06,1629.099976,1696.699951,1625.900024,1677.000000,1677.000000,1063
2020-04-07,1695.699951,1724.400024,1658.000000,1664.800049,1664.800049,1144
2020-04-08,1669.699951,1677.000000,1662.500000,1665.400024,1665.400024,747
2020-04-09,1662.699951,1736.199951,1662.699951,1736.199951,1736.199951,825
2020-04-12,1742.300049,1747.699951,1731.800049,1738.199951,1738.199951,576785
2020-04-13,1722.000000,1756.800049,1710.699951,1744.800049,1744.800049,696
2020-04-14,1756.800049,1775.000000,1739.500000,1756.699951,1756.699951,675
2020-04-15,1739.400024,1744.900024,1722.699951,1727.199951,1727.199951,642
2020-04-16,1731.000000,1750.599976,1715.000000,1720.400024,1720.400024,162
2020-04-17,1715.699951,1725.000000,1684.900024,1689.199951,1689.199951,223
2020-04-19,1694.699951,1695.400024,1686.199951,1690.199951,1690.199951,402235
2020-04-20,1686.000000,1701.599976,1680.000000,1701.599976,1701.599976,106
2020-04-21,1697.000000,1707.099976,1659.900024,1678.199951,1678.199951,666
2020-04-22,1696.000000,1728.699951,1684.800049,1728.699951,1728.699951,453
2020-04-23,1734.000000,1745.099976,1733.300049,1733.300049,1733.300049,482
2020-04-24,1744.000000,1744.000000,1714.500000,1723.500000,1723.500000,221
2020-04-26,1739.900024,1743.300049,1737.099976,1741.400024,1741.400024,269034
2020-04-27,1731.900024,1731.900024,1711.900024,1711.900024,1711.900024,169
2020-04-28,1716.599976,1716.599976,1707.099976,1710.500000,1710.500000,1255
2020-04-29,1710.000000,1713.500000,1702.000000,1703.400024,1703.400024,373
2020-04-30,1719.300049,1719.300049,1680.800049,1684.199951,1684.199951,327
2020-05-01,1686.599976,1701.500000,1670.500000,1694.500000,1694.500000,337
2020-05-03,1711.199951,1712.000000,1700.300049,1704.900024,1704.900024,433992
2020-05-04,1702.599976,1709.000000,1699.599976,1706.900024,1706.900024,320
2020-05-05,1701.500000,1704.400024,1697.199951,1704.400024,1704.400024,82
2020-05-06,1704.000000,1704.000000,1684.199951,1684.199951,1684.199951,469
2020-05-07,1686.199951,1721.800049,1685.599976,1721.800049,1721.800049,853
2020-05-08,1726.199951,1728.900024,1703.800049,1709.900024,1709.900024,330
2020-05-10,1706.000000,1711.300049,1703.900024,1708.400024,1708.400024,320585
2020-05-11,1702.300049,1704.500000,1690.199951,1695.300049,1695.300049,749
2020-05-12,1699.300049,1713.099976,1699.300049,1704.400024,1704.400024,324
2020-05-13,1702.000000,1721.300049,1701.900024,1713.900024,1713.900024,431
2020-05-14,1724.300049,1743.099976,1720.500000,1738.099976,1738.099976,672
2020-05-15,1739.699951,1753.400024,1739.699951,1753.400024,1753.400024,719
2020-05-17,1757.500000,1768.300049,1755.199951,1766.599976,1766.599976,789090
2020-05-18,1755.699951,1770.500000,1731.800049,1731.800049,1731.800049,229
2020-05-19,1744.199951,1749.500000,1744.199951,1744.199951,1744.199951,167
2020-05-20,1751.599976,1752.099976,1745.599976,1750.599976,1750.599976,16
2020-05-21,1746.800049,1746.800049,1720.500000,1720.500000,1720.500000,528
2020-05-22,1726.599976,1734.599976,1726.599976,1734.599976,1734.599976,6
2020-05-24,1731.300049,1732.599976,1729.599976,1730.599976,1730.599976,109527
2020-05-26,1726.400024,1726.400024,1704.800049,1704.800049,1704.800049,39
2020-05-27,1685.599976,1710.300049,1685.599976,1710.300049,1710.300049,137416
2020-05-28,1709.300049,1727.800049,1705.000000,1713.300049,1713.300049,23355
2020-05-29,1718.800049,1738.300049,1715.099976,1736.900024,1736.900024,1526
2020-05-31,1749.800049,1758.599976,1740.400024,1755.199951,1755.199951,596799
2020-06-01,1740.400024,1747.000000,1727.099976,1737.800049,1737.800049,871
2020-06-02,1743.000000,1745.500000,1721.800049,1725.199951,1725.199951,741
2020-06-03,1726.300049,1726.300049,1684.500000,1697.800049,1697.800049,2755
2020-06-04,1694.500000,1718.900024,1694.500000,1718.900024,1718.900024,807
2020-06-05,1711.800049,1711.800049,1668.599976,1676.199951,1676.199951,1502
2020-06-07,1686.699951,1688.199951,1680.699951,1684.599976,1684.599976,386878
2020-06-08,1679.099976,1699.400024,1675.900024,1698.300049,1698.300049,587
2020-06-09,1694.599976,1720.900024,1692.000000,1714.699951,1714.699951,690
2020-06-10,1716.099976,1740.800049,1711.900024,1713.300049,1713.300049,718
2020-06-11,1737.199951,1744.099976,1720.000000,1732.000000,1732.000000,347
2020-06-12,1724.900024,1743.000000,1724.900024,1729.300049,1729.300049,318
2020-06-14,1740.699951,1743.800049,1735.800049,1740.699951,1740.699951,317074
2020-06-15,1730.000000,1730.000000,1703.300049,1720.300049,1720.300049,188
2020-06-16,1726.300049,1729.599976,1722.400024,1729.599976,1729.599976,22
2020-06-17,1714.699951,1729.199951,1714.699951,1729.199951,1729.199951,51
2020-06-18,1730.500000,1734.099976,1717.300049,1724.800049,1724.800049,110
2020-06-19,1723.699951,1750.699951,1723.500000,1745.900024,1745.900024,1329
2020-06-21,1765.800049,1766.199951,1759.400024,1761.500000,1761.500000,779355
2020-06-22,1755.199951,1767.599976,1750.500000,1756.699951,1756.699951,1356
2020-06-23,1755.400024,1776.300049,1754.199951,1772.099976,1772.099976,666
2020-06-24,1778.300049,1783.099976,1764.500000,1765.800049,1765.800049,961
2020-06-25,1761.699951,1764.800049,1759.800049,1762.099976,1762.099976,207
2020-06-26,1766.000000,1772.500000,1764.699951,1772.500000,1772.500000,640
2020-06-28,1789.199951,1790.400024,1785.000000,1785.300049,1785.300049,500645
2020-06-29,1779.800049,1780.199951,1774.300049,1774.800049,1774.800049,584
2020-06-30,1777.300049,1793.199951,1774.400024,1793.000000,1793.000000,986
2020-07-01,1793.599976,1798.000000,1765.800049,1773.199951,1773.199951,331
2020-07-02,1773.400024,1784.000000,1768.699951,1784.000000,1784.000000,215
2020-07-05,1787.000000,1788.800049,1785.300049,1787.099976,1787.099976,142778
2020-07-06,1788.199951,1790.099976,1788.199951,1788.500000,1788.500000,172
2020-07-07,1789.300049,1804.199951,1783.300049,1804.199951,1804.199951,751
2020-07-08,1801.500000,1817.900024,1801.500000,1815.500000,1815.500000,209
2020-07-09,1816.099976,1819.800049,1799.199951,1799.199951,1799.199951,396
2020-07-10,1805.500000,1805.500000,1797.699951,1798.199951,1798.199951,236
2020-07-12,1803.400024,1806.000000,1802.099976,1804.500000,1804.500000,282408
2020-07-13,1805.000000,1811.000000,1805.000000,1811.000000,1811.000000,164
2020-07-14,1791.000000,1811.500000,1791.000000,1810.599976,1810.599976,339
2020-07-15,1806.099976,1813.500000,1806.099976,1811.400024,1811.400024,167
2020-07-16,1810.900024,1810.900024,1794.300049,1798.699951,1798.699951,146
2020-07-17,1798.500000,1810.099976,1798.500000,1808.300049,1808.300049,24
2020-07-19,1812.300049,1812.500000,1809.800049,1810.300049,1810.300049,256066
2020-07-20,1807.000000,1817.300049,1807.000000,1815.900024,1815.900024,89
2020-07-21,1822.000000,1842.400024,1822.000000,1842.400024,1842.400024,117
2020-07-22,1858.099976,1867.000000,1854.699951,1864.099976,1864.099976,213
2020-07-23,1868.699951,1890.300049,1868.500000,1889.099976,1889.099976,133
2020-07-24,1884.300049,1897.300049,1884.300049,1897.300049,1897.300049,474
2020-07-26,1901.199951,1911.900024,1899.000000,1910.199951,1910.199951,1474103
2020-07-27,1901.699951,1938.000000,1901.500000,1931.000000,1931.000000,364
2020-07-28,1931.500000,1944.699951,1928.599976,1944.699951,1944.699951,825
2020-07-29,1953.199951,1953.500000,1952.599976,1953.500000,1953.500000,209835
2020-07-30,1963.400024,1965.099976,1930.000000,1942.300049,1942.300049,28853
2020-07-31,1948.599976,1981.099976,1948.000000,1962.800049,1962.800049,2914
2020-08-02,1997.400024,2009.500000,1993.599976,1997.900024,1997.900024,932089
2020-08-03,1984.300049,1984.300049,1955.500000,1966.000000,1966.000000,683
2020-08-04,1971.000000,2016.199951,1968.800049,2001.199951,2001.199951,2010
2020-08-05,2024.000000,2050.199951,2011.000000,2031.099976,2031.099976,1422
2020-08-06,2045.500000,2063.000000,2040.000000,2051.500000,2051.500000,1422
2020-08-07,2040.099976,2055.000000,2009.599976,2010.099976,2010.099976,808
2020-08-09,2044.800049,2047.500000,2028.699951,2038.000000,2038.000000,825529
2020-08-10,2026.400024,2043.800049,2017.500000,2024.400024,2024.400024,233
2020-08-11,2012.400024,2016.000000,1904.000000,1932.599976,1932.599976,971
2020-08-12,1923.000000,1946.599976,1871.599976,1934.900024,1934.900024,404
2020-08-13,1921.500000,1957.400024,1916.900024,1956.699951,1956.699951,71
2020-08-14,1938.699951,1947.400024,1937.000000,1937.000000,1937.000000,201
2020-08-16,1956.400024,1959.900024,1945.699951,1946.099976,1946.099976,537682
2020-08-17,1949.599976,1985.000000,1949.599976,1985.000000,1985.000000,97
2020-08-18,2001.099976,2002.800049,1972.099976,1999.400024,1999.400024,92
2020-08-19,1980.000000,1980.000000,1938.699951,1958.699951,1958.699951,347
2020-08-20,1941.199951,1948.300049,1922.300049,1933.800049,1933.800049,106
2020-08-21,1941.000000,1945.000000,1908.900024,1934.599976,1934.599976,184
2020-08-23,1947.900024,1949.000000,1938.099976,1943.599976,1943.599976,515338
2020-08-24,1930.199951,1940.000000,1922.199951,1927.699951,1927.699951,85
2020-08-25,1927.500000,1928.500000,1911.800049,1911.800049,1911.800049,176
2020-08-26,1909.699951,1950.800049,1909.699951,1940.699951,1940.699951,287
2020-08-27,1948.900024,1972.500000,1921.599976,1921.599976,1921.599976,2303
2020-08-28,1927.099976,1971.300049,1922.500000,1964.599976,1964.599976,778
2020-08-30,1973.900024,1984.599976,1973.400024,1984.000000,1984.000000,760408
2020-08-31,1970.000000,1971.300049,1953.300049,1967.599976,1967.599976,158
2020-09-01,1961.699951,1986.300049,1961.699951,1968.199951,1968.199951,186
2020-09-02,1967.300049,1967.300049,1934.400024,1934.400024,1934.400024,71
2020-09-03,1937.099976,1938.800049,1923.000000,1927.599976,1927.599976,179
2020-09-04,1927.900024,1939.699951,1917.699951,1923.900024,1923.900024,607
2020-09-06,null,null,null,null,null,null
2020-09-08,1930.900024,1937.900024,1903.099976,1933.000000,1933.000000,271
2020-09-09,1926.900024,1946.199951,1924.599976,1944.699951,1944.699951,219
2020-09-10,1944.099976,1962.699951,1944.099976,1954.199951,1954.199951,722
2020-09-11,1944.000000,1949.500000,1937.800049,1937.800049,1937.800049,73
2020-09-13,null,null,null,null,null,null
2020-09-14,1946.300049,1953.099976,1943.000000,1953.099976,1953.099976,55
2020-09-15,1955.800049,1968.500000,1955.800049,1956.300049,1956.300049,74
2020-09-16,1961.300049,1961.400024,1956.699951,1960.199951,1960.199951,124
2020-09-17,1939.000000,1946.000000,1933.699951,1940.000000,1940.000000,67
2020-09-18,1950.500000,1952.099976,1949.000000,1952.099976,1952.099976,38
2020-09-20,null,null,null,null,null,null
2020-09-21,1946.199951,1946.199951,1883.400024,1901.199951,1901.199951,52
2020-09-22,1913.099976,1913.099976,1898.599976,1898.599976,1898.599976,331
2020-09-23,1875.500000,1875.500000,1859.900024,1859.900024,1859.900024,5
2020-09-24,1851.500000,1868.300049,1851.500000,1868.300049,1868.300049,365
2020-09-25,1856.300049,1857.699951,1856.300049,1857.699951,1857.699951,4
2020-09-27,null,null,null,null,null,null
2020-09-28,1872.800049,1872.800049,1872.800049,1872.800049,1872.800049,10455
2020-09-29,1876.500000,1895.400024,1872.400024,1894.300049,1894.300049,3283
2020-09-30,1893.000000,1899.699951,1879.800049,1887.500000,1887.500000,600
2020-10-01,1884.099976,1909.599976,1882.500000,1908.400024,1908.400024,730
2020-10-02,1893.900024,1913.000000,1893.900024,1900.199951,1900.199951,530
2020-10-04,null,null,null,null,null,null
2020-10-05,1898.900024,1915.599976,1884.699951,1912.500000,1912.500000,1360
2020-10-06,1906.599976,1918.000000,1874.400024,1901.099976,1901.099976,968
2020-10-07,1874.099976,1889.800049,1873.099976,1883.599976,1883.599976,50
2020-10-08,1893.000000,1893.000000,1882.699951,1888.599976,1888.599976,348
2020-10-09,1909.300049,1929.099976,1905.099976,1919.500000,1919.500000,580
2020-10-11,null,null,null,null,null,null
2020-10-12,1924.000000,1926.500000,1921.599976,1922.500000,1922.500000,96
2020-10-13,1921.900024,1922.199951,1887.000000,1888.500000,1888.500000,191
2020-10-14,1889.699951,1910.800049,1882.500000,1901.300049,1901.300049,33
2020-10-15,1897.300049,1906.300049,1889.599976,1903.199951,1903.199951,254
2020-10-16,1898.500000,1900.800049,1898.500000,1900.800049,1900.800049,53
2020-10-18,null,null,null,null,null,null
2020-10-19,1907.300049,1907.800049,1899.500000,1906.400024,1906.400024,43
2020-10-20,1901.300049,1910.400024,1896.099976,1910.400024,1910.400024,329
2020-10-21,1913.599976,1927.300049,1913.599976,1924.599976,1924.599976,1202
2020-10-22,1924.300049,1924.300049,1898.199951,1901.099976,1901.099976,899
2020-10-23,1899.900024,1913.300049,1896.199951,1902.000000,1902.000000,287
2020-10-25,null,null,null,null,null,null
2020-10-26,1895.500000,1907.000000,1893.500000,1902.699951,1902.699951,242
2020-10-27,1904.599976,1908.800049,1904.400024,1908.800049,1908.800049,176
2020-10-28,1870.900024,1876.199951,1870.900024,1876.199951,1876.199951,277
2020-10-29,1876.099976,1879.800049,1858.800049,1865.599976,1865.599976,240
2020-10-30,1862.800049,1886.599976,1862.800049,1877.400024,1877.400024,725
2020-11-01,null,null,null,null,null,null
2020-11-02,1872.900024,1894.699951,1872.900024,1890.400024,1890.400024,190
2020-11-03,1891.500000,1908.500000,1891.500000,1908.500000,1908.500000,712
2020-11-04,1893.800049,1907.000000,1885.300049,1894.599976,1894.599976,782
2020-11-05,1901.699951,1948.000000,1901.699951,1945.300049,1945.300049,135
2020-11-06,1940.800049,1958.800049,1940.800049,1950.300049,1950.300049,304
2020-11-08,null,null,null,null,null,null
2020-11-09,1955.599976,1963.199951,1847.099976,1853.199951,1853.199951,745
2020-11-10,1879.300049,1885.300049,1871.199951,1875.400024,1875.400024,276
2020-11-11,1878.800049,1878.800049,1855.500000,1860.699951,1860.699951,222
2020-11-12,1869.000000,1878.500000,1866.599976,1872.599976,1872.599976,220
2020-11-13,1877.000000,1890.099976,1876.800049,1885.699951,1885.699951,240
2020-11-15,null,null,null,null,null,null
2020-11-16,1874.599976,1887.300049,1871.000000,1887.300049,1887.300049,6
2020-11-17,1888.400024,1888.400024,1884.500000,1884.500000,1884.500000,59
2020-11-18,1873.500000,1873.500000,1873.500000,1873.500000,1873.500000,152
2020-11-19,1865.800049,1865.800049,1856.000000,1861.099976,1861.099976,59
2020-11-20,1871.199951,1872.599976,1871.199951,1872.599976,1872.599976,1900
2020-11-22,null,null,null,null,null,null
2020-11-23,1834.800049,1837.800049,1829.199951,1837.800049,1837.800049,843
2020-11-24,1829.300049,1829.300049,1799.300049,1804.800049,1804.800049,1041
2020-11-25,1801.400024,1805.699951,1801.400024,1805.699951,1805.699951,205754
2020-11-27,null,null,null,null,null,null
2020-11-29,null,null,null,null,null,null
2020-11-30,1785.000000,1787.199951,1762.300049,1775.699951,1775.699951,3145
2020-12-01,1775.000000,1815.900024,1774.900024,1814.099976,1814.099976,1859
2020-12-02,1811.300049,1830.000000,1807.800049,1825.699951,1825.699951,771
2020-12-03,1829.199951,1842.000000,1825.300049,1836.800049,1836.800049,1765
2020-12-04,1840.699951,1847.599976,1828.199951,1835.900024,1835.900024,1213
2020-12-06,null,null,null,null,null,null
2020-12-07,1836.500000,1866.900024,1820.800049,1861.800049,1861.800049,1427
2020-12-08,1863.000000,1875.800049,1861.800049,1870.800049,1870.800049,121
2020-12-09,1867.099976,1867.099976,1827.000000,1834.599976,1834.599976,215
2020-12-10,1833.199951,1849.099976,1828.000000,1833.599976,1833.599976,177
2020-12-11,1838.500000,1846.000000,1829.099976,1839.800049,1839.800049,177
